id,customer_id,customer_name,service_type,number_of_people,booking_date,travel_start_date,travel_end_date,duration_in_hours,destination_id,total_cost,cost_per_person
2385,2674,Beverly Gibson,h10,1,5/3/2023,5/7/2023,5/10/2023,74,9,740,740
2386,4948,Carrie Garner,p18,1,6/19/2023,9/3/2023,9/7/2023,96,28,1659.54,1659.54
2387,3564,Rita Lewis,Train,1,4/20/2023,6/13/2023,6/13/2023,16,11,719.58,719.58
2388,7560,Brian Ford,h32,5,5/7/2023,5/9/2023,5/11/2023,53,12,8745,1749
2389,1904,Christian Diaz,p16,5,6/25/2023,9/9/2023,9/16/2023,168,30,12613.4,2522.68
2390,6562,David Hamilton,Train,6,5/8/2023,6/25/2023,6/26/2023,41,14,876.86,146.1433333
2391,5228,Christopher Lewis,Train,1,2/3/2023,3/12/2023,3/12/2023,22,2,722.61,722.61
2392,4213,Robert Hester,h43,1,5/24/2023,6/1/2023,6/8/2023,179,23,6802,6802
2393,3620,Joshua Lewis,Train,5,6/25/2023,8/9/2023,8/10/2023,34,7,330.73,66.146
2394,9123,Aaron Lee,h61,6,6/7/2023,6/13/2023,6/17/2023,102,2,6120,1020
2395,6236,Maureen Burke,p14,4,1/22/2023,6/30/2023,7/5/2023,120,25,16923.56,4230.89
2396,6618,Stephanie Lee,Flight,4,5/15/2023,5/30/2023,5/30/2023,11,24,383.28,95.82
2397,5750,Bradley Peterson,h25,1,4/27/2023,4/30/2023,5/3/2023,84,12,2016,2016
2398,4738,Peter Booth,Flight,1,6/29/2023,7/17/2023,7/17/2023,10,7,821.75,821.75
2399,6825,Mark Anderson,p24,1,4/19/2023,8/2/2023,8/4/2023,48,30,1317.39,1317.39
2400,6973,Gregory Lyons,Train,1,6/11/2023,7/21/2023,7/22/2023,36,17,1375.05,1375.05
2401,6696,Anthony Campbell,Flight,1,6/12/2023,6/27/2023,6/27/2023,12,30,1528.58,1528.58
2402,1191,Duane Pruitt,p17,1,6/24/2023,9/3/2023,9/11/2023,192,29,4956.67,4956.67
2403,6862,Michael Pope,h16,4,6/1/2023,6/4/2023,6/11/2023,177,12,7788,1947
2404,6648,Michelle Gomez,Train,1,4/15/2023,6/13/2023,6/13/2023,4,26,1729.93,1729.93
2405,5483,Brittney Martin,h48,1,1/8/2023,1/18/2023,1/23/2023,130,12,4420,4420
2406,7198,Vincent Juarez,Flight,5,4/20/2023,5/5/2023,5/5/2023,2,13,705.78,141.156
2407,3052,Christopher Campbell,Train,1,3/10/2023,4/23/2023,4/25/2023,52,15,1900.83,1900.83
2408,1555,Andrea Macias,Train,1,2/20/2023,4/10/2023,4/11/2023,30,28,473.96,473.96
2409,2374,Sarah Good,h11,1,1/10/2023,1/12/2023,1/18/2023,156,17,6396,6396
2410,7881,Sara Shea,Train,5,6/17/2023,8/3/2023,8/5/2023,64,16,259.23,51.846
2411,1403,Beth Wright,p27,1,2/11/2023,5/11/2023,5/17/2023,144,27,3975.57,3975.57
2412,1828,Tara King,Train,1,3/22/2023,5/7/2023,5/8/2023,47,12,1754.88,1754.88
2413,1614,Chloe Vega,Train,1,1/9/2023,2/10/2023,2/11/2023,47,6,461.14,461.14
2414,4421,Danielle Quinn,p24,1,2/25/2023,5/15/2023,5/17/2023,48,30,1317.39,1317.39
2415,2315,Claudia Macdonald,Flight,8,3/3/2023,3/20/2023,3/20/2023,9,28,1567.34,195.9175
2416,9998,Robert Daniels,h42,1,2/12/2023,2/16/2023,2/17/2023,28,25,756,756
2417,2524,Justin Maddox,p11,1,4/1/2023,9/18/2023,9/25/2023,168,24,4638.27,4638.27
2418,6105,David Bailey,Flight,1,2/14/2023,3/1/2023,3/1/2023,12,20,1468.48,1468.48
2419,5500,Kristen Andrews MD,Train,1,6/15/2023,7/29/2023,7/29/2023,19,24,124.37,124.37
2420,4341,Matthew James,Train,1,6/21/2023,8/2/2023,8/2/2023,9,25,479.05,479.05
2421,8723,Jeffery Gardner,Train,1,4/17/2023,6/14/2023,6/14/2023,17,18,1257.45,1257.45
2422,3854,Melissa Ward,Train,2,1/25/2023,2/24/2023,2/26/2023,53,2,178.88,89.44
2423,6550,Brianna Murray,h64,6,6/23/2023,7/3/2023,7/6/2023,75,15,11250,1875
2424,8482,Shawn Krueger,h34,5,6/20/2023,6/29/2023,7/3/2023,101,5,13130,2626
2425,7308,John Sandoval,h2,1,6/24/2023,6/27/2023,6/29/2023,54,24,1188,1188
2426,4273,William Cruz,p25,1,1/14/2023,5/26/2023,6/2/2023,168,28,3284.96,3284.96
2427,3206,Christopher Delacruz,Flight,1,2/5/2023,2/24/2023,2/24/2023,7,3,1591.4,1591.4
2428,9273,Ellen Cole,Train,5,5/27/2023,7/18/2023,7/19/2023,33,9,1668.42,333.684
2429,5393,Ashley Deleon,p2,7,6/9/2023,8/31/2023,9/3/2023,72,2,5673.64,810.52
2430,2546,Benjamin Estes,p17,1,4/16/2023,7/17/2023,7/25/2023,192,29,4956.67,4956.67
2431,3819,Joseph Martinez,Train,8,3/17/2023,5/3/2023,5/4/2023,24,21,1895.93,236.99125
2432,3839,David Johnson,Flight,8,4/26/2023,5/12/2023,5/12/2023,9,3,1303.7,162.9625
2433,1979,Melissa Adams,p26,6,5/10/2023,8/27/2023,9/5/2023,216,9,25618.68,4269.78
2434,1152,Gary Smith,h38,4,5/11/2023,5/21/2023,5/26/2023,123,23,12300,3075
2435,5108,Melissa Morales,Flight,3,4/14/2023,5/4/2023,5/4/2023,8,24,1740.96,580.32
2436,2782,Steven Gordon,p8,6,1/22/2023,4/12/2023,4/21/2023,216,11,18702.9,3117.15
2437,7497,Emma Davis,Train,6,1/4/2023,2/26/2023,2/28/2023,55,14,1270.4,211.7333333
2438,8457,Shannon Black,h9,5,6/17/2023,6/27/2023,7/2/2023,130,14,8450,1690
2439,1365,Stephanie Gonzales,p11,5,2/1/2023,7/23/2023,7/30/2023,168,24,23191.35,4638.27
2440,2079,Mr. Randy Johnson,Train,7,3/12/2023,4/16/2023,4/18/2023,69,8,1760.3,251.4714286
2441,1032,Victor Bradford,Train,2,1/30/2023,3/31/2023,4/1/2023,34,13,885.05,442.525
2442,1134,Ashley Brown,Flight,1,4/18/2023,5/7/2023,5/7/2023,4,28,1178.88,1178.88
2443,5459,Michael Huerta,h18,2,1/8/2023,1/12/2023,1/18/2023,152,5,6688,3344
2444,3222,Barbara Hamilton,p10,1,1/6/2023,6/6/2023,6/16/2023,240,11,4977.05,4977.05
2445,1532,Stephen Young,Flight,1,6/29/2023,7/15/2023,7/15/2023,8,19,1202.07,1202.07
2446,1052,Lori Andrews,p2,1,6/21/2023,12/17/2023,12/20/2023,72,2,810.52,810.52
2447,4064,Garrett Figueroa,p21,1,4/22/2023,6/30/2023,7/8/2023,192,24,4466.67,4466.67
2448,9925,Steven Porter,p11,1,4/5/2023,8/21/2023,8/28/2023,168,24,4638.27,4638.27
2449,6092,Wayne Medina,Train,1,3/22/2023,4/21/2023,4/22/2023,47,12,1547.38,1547.38
2450,5210,Donald Perkins,h6,6,3/12/2023,3/22/2023,3/23/2023,28,25,7056,1176
2451,1792,Angela Robbins,h52,1,5/4/2023,5/11/2023,5/16/2023,124,12,2604,2604
2452,6944,Jeanette Wong,Flight,1,6/8/2023,6/24/2023,6/24/2023,1,20,286.44,286.44
2453,2109,Justin Contreras,h42,1,6/28/2023,7/4/2023,7/7/2023,81,25,2187,2187
2454,4074,Joe Ho,h20,1,6/2/2023,6/12/2023,6/17/2023,124,13,2852,2852
2455,1321,Gregory Bishop,p16,4,3/21/2023,7/29/2023,8/5/2023,168,30,10090.72,2522.68
2456,9971,Michelle Young,h42,4,1/10/2023,1/15/2023,1/17/2023,56,25,6048,1512
2457,5659,James Stevens,Flight,1,2/16/2023,3/3/2023,3/3/2023,12,3,1843.65,1843.65
2458,7821,Susan Davis,p27,7,1/20/2023,5/27/2023,6/2/2023,144,27,27828.99,3975.57
2459,8582,Mary Robinson,p2,1,1/19/2023,6/9/2023,6/12/2023,72,2,810.52,810.52
2460,9951,Oscar Rodriguez,Train,1,5/3/2023,6/28/2023,6/28/2023,21,2,774.85,774.85
2461,7484,Randall Harmon,Train,6,1/10/2023,2/22/2023,2/22/2023,11,25,1081.74,180.29
2462,1878,Brian Torres,Flight,8,4/28/2023,5/13/2023,5/13/2023,6,16,548.67,68.58375
2463,2046,William Allen,p28,1,4/28/2023,8/19/2023,8/27/2023,192,7,3904.03,3904.03
2464,8106,Yolanda Gonzales,p30,1,4/1/2023,9/25/2023,9/29/2023,96,4,2235.04,2235.04
2465,1698,Laura Villa,h28,1,5/9/2023,5/19/2023,5/26/2023,171,23,4959,4959
2466,3033,Jennifer Perry,Flight,1,4/16/2023,5/2/2023,5/2/2023,9,4,1966.05,1966.05
2467,8487,Sandra Wang,Flight,7,6/21/2023,7/10/2023,7/10/2023,8,4,1306.66,186.6657143
2468,6242,Brenda Garcia,Flight,7,5/3/2023,5/22/2023,5/22/2023,11,3,1804.08,257.7257143
2469,6438,Sarah Alexander,p3,1,5/13/2023,10/16/2023,10/23/2023,168,11,2692.72,2692.72
2470,1145,Cheryl White,h65,5,1/31/2023,2/10/2023,2/16/2023,147,19,35280,7056
2471,1138,Thomas Williams,Train,1,5/13/2023,7/9/2023,7/10/2023,29,4,100.41,100.41
2472,8158,Keith Smith,h5,1,5/16/2023,5/19/2023,5/24/2023,127,28,2159,2159
2473,7160,Zachary Morales,Train,2,4/18/2023,6/10/2023,6/11/2023,34,9,1108.29,554.145
2474,3049,Samantha Stewart,p19,1,6/11/2023,10/11/2023,10/20/2023,216,30,4766.38,4766.38
2475,7014,Shawn Riley,Flight,5,3/12/2023,3/30/2023,3/30/2023,2,13,1307.38,261.476
2476,8046,Jeffrey Richard,h8,1,2/16/2023,2/26/2023,3/3/2023,132,14,1584,1584
2477,8319,Kenneth Grant,Flight,4,6/4/2023,6/20/2023,6/20/2023,6,19,1588.87,397.2175
2478,4873,Kevin Ortega,p25,3,2/7/2023,6/15/2023,6/22/2023,168,28,9854.88,3284.96
2479,2362,David Green,Train,1,5/6/2023,6/15/2023,6/17/2023,51,16,706.68,706.68
2480,5217,Theresa Thomas,Flight,3,2/7/2023,2/26/2023,2/26/2023,7,9,1348.65,449.55
2481,5649,Joseph Williams,Train,1,4/28/2023,6/20/2023,6/22/2023,63,7,351.28,351.28
2482,6090,Lindsay Martinez,Flight,1,6/20/2023,7/10/2023,7/10/2023,12,25,1623.42,1623.42
2483,7302,Kimberly Hunt,Flight,1,2/6/2023,2/23/2023,2/23/2023,8,6,1218.24,1218.24
2484,4546,Alan Fletcher,Flight,3,1/7/2023,1/27/2023,1/27/2023,2,1,971.42,323.8066667
2485,4248,Zachary Vasquez,h24,1,3/17/2023,3/19/2023,3/26/2023,170,29,2380,2380
2486,6823,Melissa Mitchell,h47,1,5/19/2023,5/25/2023,5/30/2023,131,13,2620,2620
2487,3301,Christine Santiago,Flight,1,5/26/2023,6/10/2023,6/10/2023,3,27,1045.98,1045.98
2488,2238,Luis Nelson,p26,8,5/27/2023,8/12/2023,8/21/2023,216,9,34158.24,4269.78
2489,3657,Katherine Hansen,h14,1,6/26/2023,7/3/2023,7/4/2023,31,10,713,713
2490,3061,Crystal Harrell,Flight,4,4/14/2023,4/29/2023,4/29/2023,9,24,160,40
2491,6713,Diane Pacheco,h31,1,4/28/2023,5/1/2023,5/4/2023,84,5,2268,2268
2492,6542,Andrew Ramirez,Train,1,4/28/2023,6/12/2023,6/13/2023,35,11,1766.69,1766.69
2493,3808,Nicholas Knight,Train,6,1/11/2023,2/27/2023,2/27/2023,18,17,764.43,127.405
2494,5205,Teresa Shaw,Train,1,5/29/2023,7/17/2023,7/19/2023,61,19,1506.34,1506.34
2495,1417,Stephanie Thompson,Flight,8,1/4/2023,1/23/2023,1/23/2023,7,25,701.88,87.735
2496,7755,Wendy Stark,h45,7,4/8/2023,4/15/2023,4/21/2023,152,27,43624,6232
2497,6633,Anita Mccarthy,Flight,1,5/22/2023,6/9/2023,6/9/2023,12,10,1364.74,1364.74
2498,9516,Mike Bell,p8,5,5/27/2023,11/2/2023,11/11/2023,216,11,15585.75,3117.15
2499,6501,Brandon Turner,h62,1,4/23/2023,4/29/2023,5/5/2023,156,5,1716,1716
2500,4885,Benjamin Hanson,p16,1,3/9/2023,7/1/2023,7/8/2023,168,30,2522.68,2522.68
2501,5056,Shaun Stewart,Train,1,6/29/2023,7/31/2023,7/31/2023,15,26,276.08,276.08
2502,5713,Katherine Benton,Flight,6,5/7/2023,5/27/2023,5/27/2023,11,2,1310.59,218.4316667
2503,9821,Wanda Anthony,Flight,7,6/15/2023,7/5/2023,7/5/2023,9,7,1799.76,257.1085714
2504,8281,Anita Calhoun,h64,1,6/29/2023,7/9/2023,7/13/2023,99,15,2475,2475
2505,3372,Marcus Stone,p17,6,6/2/2023,9/18/2023,9/26/2023,192,29,29740.02,4956.67
2506,5754,Patricia Stewart,h6,6,4/7/2023,4/17/2023,4/21/2023,104,25,26208,4368
2507,7559,Shannon Jefferson,h3,1,5/24/2023,5/27/2023,5/29/2023,52,9,1664,1664
2508,3631,Christopher Jones,Train,3,5/31/2023,7/19/2023,7/19/2023,19,10,150.85,50.28333333
2509,7006,Teresa Martin,Train,4,4/29/2023,6/6/2023,6/7/2023,45,1,344.94,86.235
2510,1279,Samuel Fuller,Train,2,3/20/2023,4/25/2023,4/26/2023,41,10,835.73,417.865
2511,2967,Michael Johnston,h34,1,4/12/2023,4/14/2023,4/18/2023,102,5,2652,2652
2512,3710,Timothy Vasquez,p20,7,2/9/2023,5/1/2023,5/7/2023,144,11,14733.6,2104.8
2513,1803,Mark Ramos,p12,8,6/21/2023,11/5/2023,11/11/2023,144,15,14501.92,1812.74
2514,2241,Adam Lynch,h26,3,5/2/2023,5/7/2023,5/11/2023,103,10,13287,4429
2515,3537,Bryan Wilkerson,p28,1,6/24/2023,10/23/2023,10/31/2023,192,7,3904.03,3904.03
2516,1122,Annette Davis,p22,1,6/11/2023,9/24/2023,10/4/2023,240,23,3239.52,3239.52
2517,7580,Daniel Petersen,p16,1,3/5/2023,8/22/2023,8/29/2023,168,30,2522.68,2522.68
2518,1911,Nicholas Spencer,p20,1,2/7/2023,5/15/2023,5/21/2023,144,11,2104.8,2104.8
2519,1367,Antonio Pitts,h30,1,5/29/2023,6/7/2023,6/12/2023,122,30,5978,5978
2520,3065,Sarah Peterson,Train,1,1/12/2023,2/11/2023,2/11/2023,20,7,547.83,547.83
2521,1894,William Lawrence,p17,1,5/18/2023,8/20/2023,8/28/2023,192,29,4956.67,4956.67
2522,8427,Hayley Matthews,h57,1,2/2/2023,2/6/2023,2/13/2023,172,4,7740,7740
2523,3632,John Martinez,Train,1,2/13/2023,4/6/2023,4/7/2023,33,1,1764.63,1764.63
2524,7572,Ryan Hicks,h2,1,2/24/2023,2/27/2023,3/3/2023,99,24,2178,2178
2525,4591,Megan Smith,h37,7,6/24/2023,6/26/2023,7/1/2023,124,25,32984,4712
2526,2023,Monica Hamilton,p19,1,1/20/2023,6/6/2023,6/15/2023,216,30,4766.38,4766.38
2527,3442,Heather Brown,h21,6,1/14/2023,1/20/2023,1/22/2023,52,3,6552,1092
2528,7148,Lindsay Davis,p25,1,6/7/2023,8/18/2023,8/25/2023,168,28,3284.96,3284.96
2529,7615,Angela Diaz,Flight,1,1/2/2023,1/18/2023,1/18/2023,4,13,450.72,450.72
2530,1392,Michele Brooks,p18,8,1/10/2023,4/29/2023,5/3/2023,96,28,13276.32,1659.54
2531,4198,Megan Chavez,Train,1,6/28/2023,8/1/2023,8/3/2023,52,10,444.68,444.68
2532,3949,Michael Green,p17,1,5/29/2023,9/15/2023,9/23/2023,192,29,4956.67,4956.67
2533,1516,Jessica Patrick,Train,5,6/30/2023,8/29/2023,8/29/2023,9,29,958.72,191.744
2534,5478,Crystal Camacho,h45,3,6/1/2023,6/7/2023,6/12/2023,132,27,16236,5412
2535,3199,Douglas Johnson,Flight,6,3/13/2023,3/29/2023,3/29/2023,6,14,1417.33,236.2216667
2536,3741,Jennifer Cruz,h58,3,6/20/2023,6/24/2023,6/29/2023,125,27,6375,2125
2537,9334,Phillip Taylor,p26,1,1/1/2023,6/2/2023,6/11/2023,216,9,4269.78,4269.78
2538,9623,Erika Hogan,h37,5,2/6/2023,2/15/2023,2/18/2023,84,25,15960,3192
2539,4767,Beverly Swanson,p19,5,2/8/2023,5/10/2023,5/19/2023,216,30,23831.9,4766.38
2540,6974,Robert Mitchell,p10,1,6/4/2023,10/8/2023,10/18/2023,240,11,4977.05,4977.05
2541,1935,Mr. Jacob Downs MD,Train,1,4/14/2023,6/5/2023,6/7/2023,59,19,893.47,893.47
2542,8239,Anna Arnold,h20,7,4/10/2023,4/18/2023,4/21/2023,84,13,13524,1932
2543,2657,Vanessa Mitchell,Flight,1,1/5/2023,1/22/2023,1/22/2023,4,17,1845.21,1845.21
2544,3542,Kimberly Smith DVM,Flight,6,3/2/2023,3/20/2023,3/20/2023,10,30,589.86,98.31
2545,1547,Holly Torres,Flight,1,3/12/2023,3/28/2023,3/28/2023,10,17,223.26,223.26
2546,8630,Rodney Gillespie,Flight,4,2/14/2023,3/2/2023,3/2/2023,6,25,1151.34,287.835
2547,9609,Kristi Wise,h6,1,1/21/2023,1/31/2023,2/4/2023,104,25,4368,4368
2548,5186,Rebecca Lutz,p10,5,6/13/2023,11/2/2023,11/12/2023,240,11,24885.25,4977.05
2549,9846,Michelle Lopez,Flight,2,6/28/2023,7/16/2023,7/16/2023,12,23,977.51,488.755
2550,1829,Christopher Stuart,Flight,1,3/19/2023,4/6/2023,4/6/2023,12,18,427.09,427.09
2551,2417,James Wood,Train,3,5/16/2023,6/21/2023,6/23/2023,50,18,1126.76,375.5866667
2552,1316,Chelsea Aguirre,p22,7,3/20/2023,5/30/2023,6/9/2023,240,23,22676.64,3239.52
2553,8707,Timothy Wang,Flight,3,5/31/2023,6/20/2023,6/20/2023,11,19,1138.7,379.5666667
2554,7567,Madison Clark,h10,1,6/10/2023,6/12/2023,6/13/2023,29,9,290,290
2555,8008,Barbara Tran,Train,4,1/21/2023,2/21/2023,2/21/2023,19,22,1924.19,481.0475
2556,2901,Margaret Holmes,Flight,1,4/23/2023,5/12/2023,5/12/2023,7,21,1739.91,1739.91
2557,2652,Gina Brown,h5,1,2/26/2023,3/7/2023,3/13/2023,155,28,2635,2635
2558,6145,Arthur Clements,h35,4,6/22/2023,7/2/2023,7/4/2023,53,4,7844,1961
2559,1298,Nicholas Vega,p25,7,6/14/2023,10/1/2023,10/8/2023,168,28,22994.72,3284.96
2560,9563,Christopher Solis,Train,1,6/27/2023,8/9/2023,8/10/2023,42,20,318.02,318.02
2561,4090,David Mcdaniel,Flight,8,4/30/2023,5/19/2023,5/19/2023,6,12,1346.14,168.2675
2562,6970,Daniel Osborne,Train,5,3/4/2023,4/30/2023,5/1/2023,31,28,1222.93,244.586
2563,2870,Lynn Hernandez,Train,4,2/19/2023,3/28/2023,3/28/2023,19,20,1294.54,323.635
2564,5456,Michelle Faulkner,Flight,1,3/30/2023,4/17/2023,4/17/2023,10,3,1937.79,1937.79
2565,2326,Mark Garcia,h57,1,1/10/2023,1/18/2023,1/19/2023,27,4,1215,1215
2566,2215,Joseph Page,Train,6,4/27/2023,6/13/2023,6/15/2023,63,27,1969.22,328.2033333
2567,3585,Brandon Lee,Flight,4,4/12/2023,4/29/2023,4/29/2023,1,7,495.97,123.9925
2568,3529,Erik Hancock,Train,5,2/12/2023,3/24/2023,3/24/2023,14,3,1329.19,265.838
2569,8264,Brittney Johnson,Flight,5,4/9/2023,4/25/2023,4/25/2023,5,15,1196.97,239.394
2570,3703,Denise Pham,p21,1,1/7/2023,6/12/2023,6/20/2023,192,24,4466.67,4466.67
2571,7897,Joshua Harmon,p7,1,2/4/2023,6/23/2023,6/26/2023,72,24,2162.5,2162.5
2572,2656,Clifford Hill,Train,1,1/9/2023,2/12/2023,2/14/2023,65,18,780.57,780.57
2573,6166,Linda Valenzuela,p12,4,5/25/2023,9/28/2023,10/4/2023,144,15,7250.96,1812.74
2574,7670,Robert Turner,Flight,1,5/27/2023,6/15/2023,6/15/2023,7,9,1820.37,1820.37
2575,2156,Christopher Mccarty,h57,8,6/15/2023,6/21/2023,6/22/2023,34,4,12240,1530
2576,6792,Amber Long,Train,5,5/26/2023,6/26/2023,6/27/2023,25,12,1171.35,234.27
2577,1435,Kayla Mclean,h61,3,1/19/2023,1/21/2023,1/28/2023,179,2,5370,1790
2578,5515,Erica Perkins,Train,1,5/30/2023,7/17/2023,7/19/2023,52,20,986.75,986.75
2579,8505,Devin Goodman,Flight,8,1/19/2023,2/6/2023,2/6/2023,2,9,1590.36,198.795
2580,9816,Jeremy Avila,Flight,8,2/23/2023,3/12/2023,3/12/2023,9,8,1671.26,208.9075
2581,6214,Brett Mcguire,p28,1,1/18/2023,5/18/2023,5/26/2023,192,7,3904.03,3904.03
2582,3495,Michael Jackson,p12,1,6/7/2023,8/24/2023,8/30/2023,144,15,1812.74,1812.74
2583,7209,Adam Velazquez,Flight,1,1/19/2023,2/3/2023,2/3/2023,10,2,1466.32,1466.32
2584,9477,Travis Andrews,h64,1,5/26/2023,6/5/2023,6/9/2023,97,15,2425,2425
2585,9944,Michelle Manning,p27,1,4/8/2023,7/14/2023,7/20/2023,144,27,3975.57,3975.57
2586,9023,James Sanchez,h8,1,1/16/2023,1/21/2023,1/27/2023,150,14,1800,1800
2587,3056,Tonya Small MD,p18,1,6/25/2023,12/4/2023,12/8/2023,96,28,1659.54,1659.54
2588,3450,Paul Gordon,Flight,1,2/14/2023,3/6/2023,3/6/2023,10,7,1489.71,1489.71
2589,3988,Betty Simmons,Train,1,4/12/2023,5/24/2023,5/25/2023,36,6,594.87,594.87
2590,8568,Lisa Page,Train,1,2/18/2023,4/3/2023,4/3/2023,11,8,704.15,704.15
2591,7763,Jessica Sloan,p13,8,5/11/2023,9/17/2023,9/21/2023,96,8,21514.48,2689.31
2592,2672,Mary Kirby,Flight,1,2/24/2023,3/13/2023,3/13/2023,1,28,180.12,180.12
2593,9581,Casey Pratt,p8,8,5/2/2023,10/1/2023,10/10/2023,216,11,24937.2,3117.15
2594,4844,Ralph Anderson,p10,1,1/24/2023,6/30/2023,7/10/2023,240,11,4977.05,4977.05
2595,1425,John Oneill,p16,1,4/3/2023,6/23/2023,6/30/2023,168,30,2522.68,2522.68
2596,2791,Reginald Ortega,Train,8,1/6/2023,2/20/2023,2/22/2023,53,4,870.88,108.86
2597,3401,Kevin Garcia,p25,7,6/30/2023,12/11/2023,12/18/2023,168,28,22994.72,3284.96
2598,2416,Taylor Graves,Train,6,1/28/2023,3/23/2023,3/25/2023,62,26,1443.76,240.6266667
2599,9663,Lisa Kane,p28,1,6/21/2023,11/11/2023,11/19/2023,192,7,3904.03,3904.03
2600,2183,Meredith Sanchez,Train,1,4/13/2023,5/27/2023,5/27/2023,4,18,462.16,462.16
2601,7919,Megan Jackson,h55,1,6/11/2023,6/18/2023,6/20/2023,52,24,520,520
2602,4761,Sean Morgan,p12,2,3/30/2023,8/23/2023,8/29/2023,144,15,3625.48,1812.74
2603,4545,Dana Phillips,p30,1,5/5/2023,7/15/2023,7/19/2023,96,4,2235.04,2235.04
2604,4137,Daniel Weeks,Flight,1,2/28/2023,3/15/2023,3/15/2023,6,20,1410.41,1410.41
2605,6985,Isabella Huffman,Flight,1,6/19/2023,7/7/2023,7/7/2023,8,29,1455.64,1455.64
2606,6652,Troy Hammond,Train,1,3/18/2023,5/17/2023,5/17/2023,19,26,806.89,806.89
2607,4933,Sophia Morris,h54,1,5/11/2023,5/16/2023,5/17/2023,27,7,864,864
2608,2270,Tammy Brooks,p6,1,5/12/2023,8/1/2023,8/9/2023,192,28,3497.73,3497.73
2609,1213,Diane Levine,Train,2,1/10/2023,2/23/2023,2/23/2023,3,8,1376.75,688.375
2610,6667,Casey Long,Flight,6,1/14/2023,1/31/2023,1/31/2023,9,16,1429.85,238.3083333
2611,3247,Philip Morris,Flight,1,2/22/2023,3/9/2023,3/9/2023,11,21,1354.24,1354.24
2612,6775,Victoria Stafford,h31,7,1/23/2023,1/29/2023,1/30/2023,32,5,6048,864
2613,1791,Corey Walker,p17,1,3/24/2023,8/2/2023,8/10/2023,192,29,4956.67,4956.67
2614,3333,Dr. Parker Barker MD,p2,1,3/22/2023,9/7/2023,9/10/2023,72,2,810.52,810.52
2615,6992,Sharon Garza,h12,8,4/22/2023,4/26/2023,5/2/2023,152,2,13376,1672
2616,8585,Bethany Murphy,p2,1,4/9/2023,8/19/2023,8/22/2023,72,2,810.52,810.52
2617,8404,Diana Jimenez,Flight,3,5/16/2023,6/5/2023,6/5/2023,9,8,698.55,232.85
2618,2415,George Garza,h24,4,6/23/2023,6/28/2023,7/3/2023,129,29,7224,1806
2619,2798,Kendra Jacobs,Flight,8,4/23/2023,5/10/2023,5/10/2023,5,9,1746.8,218.35
2620,4061,Scott Santos,h15,6,5/10/2023,5/19/2023,5/21/2023,60,29,9360,1560
2621,3367,John Padilla,h50,1,3/2/2023,3/11/2023,3/16/2023,130,15,1690,1690
2622,2178,Ashley Wise,h16,1,1/28/2023,1/31/2023,2/2/2023,53,12,583,583
2623,8417,Cynthia Harris,Train,1,5/28/2023,7/3/2023,7/5/2023,66,23,1317.85,1317.85
2624,8621,Joyce Baker,p11,1,2/27/2023,5/18/2023,5/25/2023,168,24,4638.27,4638.27
2625,8709,Lisa Duran,h58,1,2/17/2023,2/20/2023,2/21/2023,34,27,578,578
2626,9626,Jessica Campos,p14,4,1/20/2023,6/7/2023,6/12/2023,120,25,16923.56,4230.89
2627,4829,Melissa Cordova,Flight,1,5/2/2023,5/20/2023,5/20/2023,11,14,314.05,314.05
2628,5616,Justin West,h32,1,6/29/2023,7/7/2023,7/8/2023,35,12,1155,1155
2629,5259,Melissa Willis,h24,7,2/24/2023,3/6/2023,3/9/2023,75,29,7350,1050
2630,7050,Darryl Neal,p11,2,3/2/2023,8/6/2023,8/13/2023,168,24,9276.54,4638.27
2631,9086,April Smith,p28,3,3/11/2023,6/13/2023,6/21/2023,192,7,11712.09,3904.03
2632,9686,Elizabeth Gray,Train,4,2/22/2023,3/28/2023,3/29/2023,27,18,315.46,78.865
2633,6796,Daniel Carter,Flight,7,5/29/2023,6/18/2023,6/18/2023,1,9,1034.17,147.7385714
2634,3748,Christina Tate,Train,1,6/5/2023,7/16/2023,7/17/2023,39,17,1329.57,1329.57
2635,3619,Denise Green,p15,6,2/16/2023,4/25/2023,4/28/2023,72,1,14379.54,2396.59
2636,1011,Dennis Torres,p9,7,5/18/2023,8/23/2023,8/25/2023,48,3,6537.3,933.9
2637,6761,Craig Reid,p2,1,1/19/2023,6/4/2023,6/7/2023,72,2,810.52,810.52
2638,6208,Russell Herrera,p20,5,5/5/2023,9/5/2023,9/11/2023,144,11,10524,2104.8
2639,2671,Monica Novak,p23,1,3/19/2023,7/4/2023,7/7/2023,72,5,619.56,619.56
2640,2453,Cassidy Knapp,h17,1,6/10/2023,6/13/2023,6/16/2023,80,23,3440,3440
2641,9778,Kaylee Lopez,Flight,1,4/25/2023,5/13/2023,5/13/2023,8,21,238.04,238.04
2642,3255,Daniel Mcmahon,h30,4,3/28/2023,4/5/2023,4/6/2023,30,30,5880,1470
2643,8576,Kevin Gallegos,Train,1,5/23/2023,7/16/2023,7/16/2023,7,12,1111.8,1111.8
2644,4101,Corey Valenzuela,Train,6,5/28/2023,7/7/2023,7/8/2023,27,15,445.3,74.21666667
2645,6202,Karen Williams,p16,7,1/27/2023,7/19/2023,7/26/2023,168,30,17658.76,2522.68
2646,2622,Thomas Ortega,Flight,4,2/20/2023,3/11/2023,3/11/2023,6,11,680.1,170.025
